C.D.S.  -  SIMBAD4 rel 1.8  -  2024.02.16CET12:23:02

coord 194.87996 27.96504 (FK5, 2000, 2000), radius: 30 arcmin
-------------------------------------------------------------

Number of objects : 3634

 #  |dist(asec)|             identifier              |typ|       coord1 (ICRS,J2000/2000)        |  redshift  |  Mag B  |         morph. type         |       ang. size       
----|----------|-------------------------------------|---|---------------------------------------|------------|---------|-----------------------------|-----------------------
2005|   1051.50|[YKK2016] 452                        |LSB|12 59 04.065 +28 14 22.50              |~           |     ~   |~ ~ ~                        |0.082 0.082            
2006|   1051.61|LEDA 126798                          |GiC|12 59 14.984 +28 15 03.66              |0.02480     |17.60    |dG D 2010MNRAS.404.1745M     | 0.33  0.20            
2007|   1052.06|[YKK2016] 414                        |LSB|13 00 11.387 +28 13 01.83              |~           |     ~   |~ ~ ~                        |0.078 0.078            
2008|   1052.75|[YKK2016] 677                        |LSB|12 58 52.266 +27 42 36.69              |~           |22.06    |~ ~ ~                        |0.067 0.067            
2009|   1054.41|GMP 3755                             |G  |12 59 06.251 +28 14 35.60              |~           |20.65    |~ ~ ~                        |    ~     ~            
2010|   1054.47|LEDA 1819621                         |GiC|12 58 18.210 +27 50 54.56              |0.02528     |     ~   |dG D 2010MNRAS.404.1745M     | 0.35  0.17            
2011|   1054.57|GMP 4404                             |G  |12 58 12.9 +27 54 45                   |~           |     ~   |~ ~ ~                        |    ~     ~            
2012|   1054.58|USGC U508                            |GrG|12 58 19.0 +27 50 31                   |0.023343    |     ~   |~ ~ ~                        |    ~     ~            
2013|   1054.60|GMP 4397                             |G  |12 58 13.3 +27 54 18                   |~           |     ~   |~ ~ ~                        |    ~     ~            
2014|   1054.83|NGC 4895                             |LIN|13 00 17.9283615768 +28 12 08.593323732|0.02844     |14.3     |Sa D 2008A&A...490..923M     |1.030 0.371            
2015|   1055.28|SDSS J125819.72+280541.4             |GiC|12 58 19.728 +28 05 41.43              |0.02392     |18.21    |dG D 2010MNRAS.404.1745M     |    ~     ~            
2016|   1055.68|[APD2000] J130001.1+281413           |G  |13 00 01.051 +28 14 13.10              |~           |18.34    |~ ~ ~                        |    ~     ~            
2017|   1055.89|CAIRNS J130028.41+274539.9           |GiC|13 00 28.41 +27 45 39.9                |0.02280     |     ~   |~ ~ ~                        |    ~     ~            
2018|   1056.31|[YKK2016] 666                        |LSB|12 58 23.541 +28 07 14.23              |~           |     ~   |~ ~ ~                        |0.103 0.103            
2019|   1056.34|[EDG2007] 739                        |G  |13 00 19.24 +27 43 51.7                |~           |21.365   |~ ~ ~                        |    ~     ~            
2020|   1056.39|[APD2000] J130033.1+280906           |G  |13 00 32.9 +28 09 04                   |~           |     ~   |~ ~ ~                        |    ~     ~            
2021|   1058.75|[EDG2007] 409                        |*  |13 00 45.47 +28 04 25.9                |~           |23.453   |~ ~ ~                        |    ~     ~            
2022|   1058.84|[K94] 125719.49+275639.4             |Rad|12 59 44.35 +27 40 29.8                |~           |     ~   |~ ~ ~                        |    ~     ~            
2023|   1058.99|[APD2000] J130005.0+281354           |IR |13 00 05.0 +28 13 54                   |~           |     ~   |~ ~ ~                        |    ~     ~            
2024|   1059.43|[APD2000] J130030.6+280946           |GiC|13 00 30.4 +28 09 47                   |~           |     ~   |~ ~ ~                        |    ~     ~            
2025|   1059.46|[CG99] SA1656-96                     |G  |13 00 08.0 +28 13 35                   |~           |25.17    |~ ~ ~                        |    ~     ~            
2026|   1060.42|[CTM2010] 1044251                    |G  |13 00 50.2918 +28 00 37.498            |0.01522     |     ~   |~ ~ ~                        |    ~     ~            
2027|   1060.49|GMP 4352                             |G  |12 58 17.560 +28 04 51.40              |~           |20.47    |~ ~ ~                        |    ~     ~            
2028|   1060.57|2MASX J12581141+2756235              |GiC|12 58 11.4373346736 +27 56 23.858385144|0.02838     |17.04    |E0 D 2008A&A...490..923M     |0.167 0.140            
2029|   1061.07|[EDG2007] 666                        |*  |13 00 45.37 +28 04 35.4                |~           |21.337   |~ ~ ~                        |    ~     ~            
2030|   1061.22|[K94] 125641.45+283052.8             |Rad|12 59 06.19 +28 14 42.5                |~           |     ~   |~ ~ ~                        |    ~     ~            
2031|   1061.59|[K94] 125655.93+283136.5             |Rad|12 59 20.63 +28 15 26.5                |~           |     ~   |~ ~ ~                        |    ~     ~            
2032|   1062.49|CAIRNS J130040.05+274850.6           |GiC|13 00 40.05 +27 48 50.6                |0.01170     |     ~   |~ ~ ~                        |    ~     ~            
2033|   1062.77|GMP 4395                             |G  |12 58 13.436 +27 53 34.11              |~           |     ~   |~ ~ ~                        |    ~     ~            
2034|   1063.36|[APD2000] J130045.6+280434           |*  |13 00 45.6 +28 04 34                   |~           |     ~   |~ ~ ~                        |    ~     ~            
2035|   1064.17|SDSS J125944.56+281523.4             |GiC|12 59 44.56260 +28 15 23.5037          |0.02630     |19.14    |SBb D 2008A&A...490..923M    |    ~     ~            
2036|   1064.37|[YKK2016] 87                         |LSB|13 00 19.566 +27 43 44.90              |~           |21.89    |~ ~ ~                        |0.078 0.078            
2037|   1064.50|GMP 3373                             |G  |12 59 31.959 +28 15 38.60              |~           |21.24    |~ ~ ~                        |    ~     ~            
2038|   1065.98|GMP 3512                             |GiC|12 59 23.221 +28 15 34.90              |0.1034      |19.25    |Ep D 2008A&A...490..923M     |    ~     ~            
2039|   1066.15|GMP 3241                             |G  |12 59 40.6 +28 15 33                   |~           |     ~   |~ ~ ~                        |    ~     ~            
2040|   1066.79|[EDG2007] 697                        |*  |13 00 48.28 +27 52 47.4                |~           |23.135   |~ ~ ~                        |    ~     ~            
2041|   1067.21|USNO-A1.0 1125-06711278              |*  |13 00 37.152 +28 08 07.70              |~           |22.32    |~ ~ ~                        |    ~     ~            
2042|   1067.96|SDSS J130048.37+275247.5             |G  |13 00 48.37656 +27 52 47.5788          |~           |     ~   |~ ~ ~                        |    ~     ~            
2043|   1068.56|[K94] 125632.65+275753.2             |Rad|12 58 57.62 +27 41 42.8                |~           |     ~   |~ ~ ~                        |    ~     ~            
2044|   1068.69|[YKK2016] 271                        |LSB|12 59 28.059 +27 40 06.27              |~           |     ~   |~ ~ ~                        |0.070 0.070            
2045|   1068.88|[YKK2016] 295                        |LSB|13 00 18.419 +27 43 28.06              |~           |23.29    |~ ~ ~                        |0.093 0.093            
2046|   1068.99|[YKK2016] 110                        |LSB|13 00 40.012 +27 48 37.20              |~           |22.32    |~ ~ ~                        |0.088 0.088            
2047|   1071.19|[YKK2016] 115                        |LSB|13 00 46.397 +28 04 28.69              |~           |23.56    |~ ~ ~                        |0.098 0.098            
2048|   1071.49|SDSS J130041.30+280649.0             |QSO|13 00 41.3132490792 +28 06 49.101678972|2.979000    |20.72    |~ ~ ~                        |    ~     ~            
2049|   1072.21|GMP 3712                             |GiC|12 59 08.9 +28 15 05                   |~           |     ~   |~ ~ ~                        |    ~     ~            
2050|   1072.43|CAIRNS J125951.75+281511.5           |GiC|12 59 51.75 +28 15 11.5                |0.02900     |     ~   |~ ~ ~                        |    ~     ~            
2051|   1072.70|NGP9 F323-1044617                    |G  |12 59 21.00 +27 40 10.0                |~           |     ~   |~ ~ ~                        |    ~     ~            
2052|   1072.91|2MASS J12595774+2814478              |G  |12 59 57.74952 +28 14 47.8752          |~           |     ~   |~ ~ ~                        |    ~     ~            
2053|   1073.03|NGC 4881                             |LIN|12 59 57.7481819280 +28 14 48.009858036|0.02237     |14.7     |E0 D 2008A&A...490..923M     |0.637 0.560            
2054|   1073.06|2MFGC 10317                          |GiC|13 00 35.5780988616 +28 08 46.059465768|0.01822     |15.7     |S0... D 2008A&A...490..923M  |0.590 0.165            
2055|   1073.44|2MASS J13003650+2808303              |*  |13 00 36.50 +28 08 30.4                |-0.000064   |     ~   |~ ~ ~                        |    ~     ~            
2056|   1073.97|GMP 3670                             |G  |12 59 12.1 +28 15 18                   |~           |     ~   |~ ~ ~                        |    ~     ~            
2057|   1074.56|GMP 3726                             |GiC|12 59 08.63 +27 40 42.1                |0.3239      |     ~   |~ ~ ~                        |    ~     ~            
2058|   1076.27|[CTM2010] 10863                      |G  |13 00 45.15 +28 05 20.6                |~           |     ~   |~ ~ ~                        |    ~     ~            
2059|   1076.33|[EDG2007] 585                        |G  |13 00 50.13 +27 53 41.2                |~           |19.911   |~ ~ ~                        |    ~     ~            
2060|   1076.66|2MASX J13000297+2814253              |GiC|13 00 03.0037059888 +28 14 25.108206648|0.02569     |16       |Sb D 2008A&A...490..923M     |0.183 0.125            
2061|   1078.40|[EDG2007] 286                        |PM*|13 00 24.4139870040 +27 44 18.872079972|~           |21.673   |~ ~ ~                        |    ~     ~            
2062|   1079.02|CAIRNS J125855.14+281402.0           |GiC|12 58 55.14 +28 14 02.0                |0.18410     |     ~   |~ ~ ~                        |    ~     ~            
2063|   1079.52|GMP 3912                             |G  |12 58 55.192 +28 14 02.90              |0.1841      |20.14    |~ ~ ~                        |    ~     ~            
2064|   1079.83|GMP 3631                             |G  |12 59 15.410 +28 15 33.60              |~           |20.94    |~ ~ ~                        |    ~     ~            
2065|   1080.07|GMP 2786                             |G  |13 00 18.281 +28 12 36.30              |~           |19.36    |~ ~ ~                        |    ~     ~            
2066|   1080.58|[YKK2016] 676                        |LSB|12 58 37.688 +28 11 30.42              |~           |     ~   |~ ~ ~                        |0.068 0.068            
2067|   1080.71|[YKK2016] 261                        |LSB|12 59 15.393 +27 40 13.95              |~           |     ~   |~ ~ ~                        |0.087 0.087            
2068|   1081.33|GMP 3872                             |G  |12 58 58.6 +27 41 23                   |~           |     ~   |~ ~ ~                        |    ~     ~            
